chunks,url
i am hopeful that in the next 2 hours work will start for the next phasewith inputs from agenciesauthortypepersonnameliveminturlhttpswwwlivemintcomauthorslivemintpublishertypenewsmediaorganizationnameminturlhttpswwwlivemintcomlogotypeimageobjecturlhttpswwwlivemintcomlmimgnewschemalogopngwidth600height60imagetypeimageobjecturlhttpswwwlivemintcomlmimgimg202311231600x900ani20231122338017007032481551700703465368jpgheight900width1600keywordsuttarkashi tunnel collapsejharkhand cmhemant sorentrapped workers familiessilkyara newsranchieast singhbhumuttarkashibihauttarakhand tourism departmentprime ministers officesatyanand bhoktacontexthttpsschemaorgtypebreadcrumblistitemlistelementtypelistitemposition1itemidhttpswwwlivemint,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
orgtypebreadcrumblistitemlistelementtypelistitemposition1itemidhttpswwwlivemintcomnamebusiness newstypelistitemposition2itemidhttpswwwlivemintcomnewsnamenewstypelistitemposition3itemidhttpswwwlivemintcomnewsindianameindiatypelistitemposition4itemnameuttarkashi tunnel collapse ndrf team enters tunnel to save 41 trapped workers with ambulances on standby 10 updatesfunction comscore var slash  var qpara,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
 var responseurl customresponsejson if selfcomscore comscorebeacon c1 2 c2 6035286 options enablefirstpartycookie true bypassuserconsentrequirementfor1pcookie true  var randomnumber mathfloormathrandom 9999999 1 var xhttp new xmlhttprequest var apiurl slash js slash responseurl qpara q randomnumber xhttpopenget apiurl true xhttpsend xhttponreadystatechange function if xhttpreadystate  4  xhttpstatus  200 function getcookiename var nameeq name  var ca typeof documentundefined  documentcookie,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
documentcookiesplit forvar i 0 i calength i var c caiwhileccharat0   c csubstring1 clengthifcindexofnameeq  0 c creplace replace return csubstringnameeqlength clengthreturn nullvar loginstatus nonloggedinvar cookietoken getcookietokenvar sectionname newsfunction ga dummy function  return nullvar storyid 11700703183514var cookieclientid getcookiehtclientid if cookietoken  cookieclientid loginstatus loggedin else loginstatus nonloggedin var webengage  webengagetrackfunctionvar pagename storyvar configobject appid lmcollectorhost daplivemint,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
trackfunctionvar pagename storyvar configobject appid lmcollectorhost daplivemintcompageviewrequired truepagepingrequired falsesyncrequired trueuseridcookie htclientidpltrequired falseexistingimpressioncapture falseexistinglinkclickcapture falsewebengagetokenrequired truefunctionp l o w i k n g if pi pglobalsnowplownamespace pglobalsnowplownamespace  pglobalsnowplownamespacepushipi function piq piq  pushargumentspiq piq  n lcreateelementog lgetelementsbytagnameo0nasync 1nsrc wgparentnodeinsertbeforen gnonload function windowdaptracker new windowdapdatatrackerdaptrackerinitkwindow document script httpsanalyticshtmediainanalyticsjstrackerjs snowplow configobjectvar adslot bodybackgroundffffontfamilyintersansserifmidsecminheight6e3px,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
htmediainanalyticsjstrackerjs snowplow configobjectvar adslot bodybackgroundffffontfamilyintersansserifmidsecminheight6e3px sepstorymargin32px 0textaligncenterpositionrelativepaddingbottom16pxbackgroundurlhttpswwwlivemintcomlmimgimgstaticsepstorypngnorepeat bottom centerfontweight900texttransformuppercasefontfamilyintersansserifcolor000fontsize12pxsepstory spanbackgroundfffpadding0 8pxpositionrelativezindex1sepstoryaftercontentwidth100height2pxpositionabsolutebottom23pxleft0background000rightblockadborderbottomnoneimportantpaddingbottom0importantrightblocknewmarginbottom0importantborderbottomnoneimportantmorenewsmarginbottom24pxpromotionbackground4caabewebkitborderradius4pxmozborderradius4pxborderradius4pxpadding4px 12pxcolorffffontsize14pxfontweight500texttransformuppercasepromotion,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
promotionbackground4caabewebkitborderradius4pxmozborderradius4pxborderradius4pxpadding4px 12pxcolorffffontsize14pxfontweight500texttransformuppercasepromotionbrandpostbackground334da5promotionbigstorybackgroundc63a36storyfrommargintop10pxcolor6d6d6dfontsize12pxfontweight400displaywebkitboxdisplaywebkitflexdisplaymozboxdisplaymsflexboxdisplayflexwebkitboxaligncenterwebkitalignitemscentermozboxaligncentermsflexaligncenteralignitemscenterstoryfrom imgmarginleft5pxflyingcarpetminwidth100margin0 16px 24pximportantincomebannercontainermargintop20pxstoryinterdisplaynonecontentboxmargin10px 0 12pxminheight600pxcontentboxpollmargin10px 0 24pxminheight350pxdatawrapperembedminheight472pxlearnbannermarginbottom24pxminheight102pxmediamaxwidth767pxlearnbannermargin0 auto 16pxwidth360pxminheight78px,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
datawrapperembedminheight472pxlearnbannermarginbottom24pxminheight102pxmediamaxwidth767pxlearnbannermargin0 auto 16pxwidth360pxminheight78pxstoryinterwebkitborderradius34pxmozborderradius34pxborderradius34pxbackgroundwebkitlineargradientbottom694fbd 3156b51bf 219634bb9 35375741a5 56165a44a8 78415b45a9 100backgroundmozlineargradientbottom694fbd 3156b51bf 219634bb9 35375741a5 56165a44a8 78415b45a9 100backgroundolineargradientbottom694fbd 3156b51bf 219634bb9 35375741a5 56165a44a8 78415b45a9 100backgroundlineargradient0deg694fbd 3156b51bf 219634bb9 35375741a5 56165a44a8 78415b45a9 100border5px solidf39716webkitboxshadow0px 2px 4px 0px rgba00025mozboxshadow0px 2px 4px 0px rgba00025boxshadow0px 2px 4px 0px rgba000,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
165a44a8 78415b45a9 100border5px solidf39716webkitboxshadow0px 2px 4px 0px rgba00025mozboxshadow0px 2px 4px 0px rgba00025boxshadow0px 2px 4px 0px rgba00025displaywebkitboxdisplaywebkitflexdisplaymozboxdisplaymsflexboxdisplayflexpadding8px 12pxwebkitboxaligncenterwebkitalignitemscentermozboxaligncentermsflexaligncenteralignitemscenterheight40pxgap147pxwidth108pxcolorffffontsize12pxfontweight500lineheight22pxcursorpointerpositionwebkitstickypositionstickybottom150pxfloatrightzindex1marginright16pxwebkittransition1s easemoztransition1s easeotransition1s easetransition1s easestoryinterstoppadding9px 8pxgap0height40pxwidth40pxtextns,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
display noneopacity0lazyloaded imgmarginleft1pxnavnewnavnavhidemargintop44pxwebkittransitiontop1smoztransitiontop1sotransitiontop1stransitiontop1srightblockbackgroundfffmarginbottom12pxfloatrightwidth300pxrightadpadding30px 0 0rightadbeforecontentadvertisementfontsize12pxcolor616161positionabsolutetop7pxleftwebkitcalc50 40pxleftmozcalc50 40pxleftcalc50 40pxrightad adblocktextaligncenterwidth300pxheight250pxoverflowhiddenbordertop1px soliddddrightheadpadding0 15pxborderbottom1px soliddddrighthead righttitlewidth85padding13px 0floatleftfontsize20pxcolor212121fontweight900righthead arightlinkfloatrightmargintop19pxwidth9pxheight14pxbackgroundurlhttpswwwlivemintcomlmimgdevrightblocksvgnorepeat 0 0rightlistpadding16pxborderbottom1px soliddddrightlistlastoftypeborderbottom0,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
livemintcomlmimgdevrightblocksvgnorepeat 0 0rightlistpadding16pxborderbottom1px soliddddrightlistlastoftypeborderbottom0headlinerfloatleftwidthwebkitcalc100 82pxwidthmozcalc100 82pxwidthcalc100 82pxheadliner h2headliner newsheadlinefontsize14pxheight51pxmargin0 0 8pxoverflowhiddenfontweight700color212121padding0lineheightnormalheadliner h2 aheadliner newsheadline acolor212121fontweight700headliner datefontsize12pxabookmarkrightfloatrightcursorpointerbackgroundurlhttpswwwlivemintcomlmimgdevbookmarkrsvgnorepeat 0 0width12pxheight14pxabookmarkrightactivebackgroundurlhttpswwwlivemintcomlmimgdevbookmarkractivesvgnorepeat 0 0imgrwidth70pxmargintop3pxheight70pxwebkitborderradius4pxmozborderradius4pxborderradius4pxoverflowhiddenpositionrelativemarginleft12pxfloatrightimgr exclusivedisplaynoneimgrpremium,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
exclusivedisplaynoneimgrpremium exclusivedisplayblockbackgroundf99d1cfontweight700fontsize12pxtextaligncenterwidth70pxpadding3px 0positionabsoluteleft0bottom0texttransformuppercasecolorffflastblockpositionwebkitstickypositionstickytop120pxlastblockadrightblockpositionwebkitstickypositionstickytop396pxlastblockadsubscribepositionwebkitstickypositionstickytop70pxvideor headlinerwidthwebkitcalc100 122pxwidthmozcalc100 122pxwidthcalc100 122pxvideorheadliner h2fontsize12pxlineheight15pxmargin0height64pxvideor imgrwidth110pxheight62pxmargintop0videor imgraftercontentbackgroundurlhttpswwwlivemintcomlmimgdevicovidrsvgnorepeat 0 0width24pxheight24pxpositionabsoluteleft42pxtop18pxcursorpointerrightlistvideorpadding0 16px 10pxborderbottom0vidholdersecpadding16px 0 6pxcardview headlinerwidth100floatnonecardview,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
rightlistvideorpadding0 16px 10pxborderbottom0vidholdersecpadding16px 0 6pxcardview headlinerwidth100floatnonecardview headliner h2fontsize18pxmarginbottom10pxlineheightnormalheight70pxfontweight700cardview imgrwidth269pxheight151pxfloatnonemargin0 0 10pxcardview imgrpremium exclusivewidth61pxleft4pxbottom4pxwebkitborderradius4pxmozborderradius4pxborderradius4pxstory6height585pxstory5height443pxstory4height478pxstory3height552pxstory2height264pxformholderrightpadding16pxfieldholdermarginbottom20pxfieldholder spandisplayblockfontsize12pxfontweight700marginbottom5pxfieldholder input1fieldholder select1webkitborderradius4pxmozborderradius4pxborderradius4pxcolor212121width100webkitboxsizingborderboxmozboxsizingborderboxboxsizingborderboxbordersolid 1pxdddbackgroundcolorfffpadding11px 16pxfieldholder,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
fieldholder select1webkitappearancenonemozappearancenonemsappearancenoneappearancenonebackgroundurlhttpswwwlivemintcomlmimgdevselectsvgnorepeat 94centerbtnrightwebkitborderradius4pxmozborderradius4pxborderradius4pxborder0width154pxbackgroundcolorf99d1ctextaligncenterdisplayblockcursorpointercolorffffontsize12pxfontweight700padding11px 0margin0 auto 6pxtrendingdataborderbottom1px solide0e0e0fontweight400fontfamilylato regularsansserifcolor212121fontsize14pxpadding10px 0margin0 16pxtrendingdata divwidth49pb16paddingbottom16pxtxtrighttextalignrighttrendingdataup spancolor26a79adisplayblocktrendingdatadown spancoloref5350displayblockrightadwebkitboxsizingunsetmozboxsizingunsetboxsizingunsetpadding30px 0 0height250pxpositionrelativerightad adblocktextaligncenteroverflowhiddenwidth300pxheight250pxbordertop1px solidddddate,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
rightad adblocktextaligncenteroverflowhiddenwidth300pxheight250pxbordertop1px solidddddatedate emfontstylenormalfontsize12pxcolor757575fontfamilylato egularsansseriffontweight400lbrhsbackgroundrgba249157281padding20px 16pxlbrhs ulbackgroundurlhttpsimageslivemintcomdevlbsvgrepeaty 5px 0lbrhs ul lifontweight400fontsize14pxlineheight20pxcolor212121paddingbottom22pxbackgroundurlhttpsimageslivemintcomdevoldlistingsvgnorepeat 0 0paddingleft20pxlbrhs ul li spandisplayblockfontweight400fontsize12pxlineheight16pxcolor616161marginbottom12pxlbrhs ul lifirstchildbackgroundurlhttpsimageslivemintcomdevnewlistingsvgnorepeat 12px 8pxml20marginleft20pxmargintop5pxbreadcrumbmarginleft12pxmediamaxwidth1023pxrightblockdisplaynoneinlineadsoverflowhiddenmargintop20pxmarginbottom24pxtextaligncenterminheight250pxadheight313,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
breadcrumbmarginleft12pxmediamaxwidth1023pxrightblockdisplaynoneinlineadsoverflowhiddenmargintop20pxmarginbottom24pxtextaligncenterminheight250pxadheight313whitebgbackgroundfffstoryadbeforecontentadvertisementdisplayblockcolor777fontsize14pxlineheight16pxfontfamilylatosansserifmarginbottom2pxmediamaxwidth767pxmarginbottom 6pxmargintop 10pxadholderpositionrelativecardholderadpadding20pxadholderafterloadpadding20pxbackgroundfffmargin0 auto 5pxtextaligncenterdisplayblockoverflowhiddenwebkitboxsizingborderboxmozboxsizingborderboxboxsizingborderboxadholderstorystoryadholderafterloadlastadstoryfloatleftmediamaxwidth767pxadholderadholderstorymargin0 auto 5pximportantpadding30px 0 10pxminheight280pxtextaligncenterminwidth100displayblockoverflowhiddenborder0positionrelativeadholderbefore,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
adholderadholderstorymargin0 auto 5pximportantpadding30px 0 10pxminheight280pxtextaligncenterminwidth100displayblockoverflowhiddenborder0positionrelativeadholderbeforeadholderstorybeforecontentadvertisementfontsize12pxcolor616161positionabsolutetop7pxleftwebkitcalc50 40pxleftmozcalc50 40pxleftcalc50 40pxfaqparacolor000fontfamilylorafontsize20pxfontweight700lineheight28pxmarginbottom16pxdisplayblockfaqcontainermarginbottom32pxfaqcontainer panelpadding0backgroundcolortransparentimportantmaxheight0fontweight400fontsize14pxoverflowhiddenwebkittransitionmaxheight2s easeoutmoztransitionmaxheight2s easeoutotransitionmaxheight2s easeouttransitionmaxheight2s easeoutcolor737373importantfaqcontainer accrodiantxtfaqcontainer accrodiantxt pfaqcontainer accrodiantxt tablefaqcontainer accrodiantxt ul lifaqcontainer,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
2s easeoutcolor737373importantfaqcontainer accrodiantxtfaqcontainer accrodiantxt pfaqcontainer accrodiantxt tablefaqcontainer accrodiantxt ul lifaqcontainer accrodiantxt ol lipadding0 0 16pxcolor757575importantfontweight400importantfontsize14pxlineheight21pxfaqcontainer accrodiantxt ulfaqcontainer accrodiantxt olmarginleft20pxfaqcontainer accordionfontweight500importantcolor000importanttextalignleftcursorpointerpadding0 0 16pximportantwidth100textalignleftoutlinenonefontsize14pxwebkittransition4smoztransition4sotransition4stransition4sfontweight500border0bordertop1px solideeebackgroundtransparentimportantfaqcontainer accordionfirstoftypeborder0paddingtop0olfaqbullets liliststyletypenumberimportantulfaqbullets liliststyletypediscfaqcontainer faqboxpadding16px 16px 0borderbottom1px solide6e6e6faqcontainer faqboxactiveboxbackgrounde6e6e6,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
faqbullets liliststyletypediscfaqcontainer faqboxpadding16px 16px 0borderbottom1px solide6e6e6faqcontainer faqboxactiveboxbackgrounde6e6e6faqcontainer faqboxlastoftypeborder0accrodiantxtpaddingbottom16pxfaqcontainer accordionaftercolor000importantfontweightnormalimportantfontsize20pximportantwatchlisttoastbackgroundurlhttpswwwlivemintcomlmimgdevwladdedjpgnorepeat 16px center212121widthwebkitfitcontentwidthmozfitcontentwidthfitcontentfontweight400padding10px 16px 10px 44pxtextalignleftfontsize14pxwebkitborderradius60pxmozborderradius60pxborderradius60pxcolorffffontfamilylato regularsansserifwhitespacenowrapleft38displaynonepositionwebkitstickypositionstickybottom50pxzindex99watchlisttoast acolorf6941cpaddingright16pxfontweightboldbackgroundurlhttpswwwlivemintcomlmimgdevwllink,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
watchlisttoast acolorf6941cpaddingright16pxfontweightboldbackgroundurlhttpswwwlivemintcomlmimgdevwllinkjpgnorepeat right centertextdecorationunderlinemargin2px 0 0 5pxmediamaxwidth767pxwatchlisttoastleft4webkitboxsizingborderboxmozboxsizingborderboxboxsizingborderboxwidth90zindex99var comscore comscore  comscorepush c12 c26035286 options enablefirstpartycookie true bypassuserconsentrequirementfor1pcookietrue  function var s documentcreateelementscript el documentgetelementsbytagnamescript0 sasync true ssrc httpssbscorecardresearchcomcs6035286beaconjs elparentnode,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
insertbefores el,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
subscribesign inview market dashboardhomelatest newsmarketsmarket newsmark to marketcommoditieslive blogscryptocurrencyipostock marketsmarket datastock pagesindex pagesbulliongold silverfuelpetroldieselnewsindiaworldwsjeconomistnewsus newspremium epaperglobal partners wsjeconomistmint specialsmint explainersmark to marketlong storymint primersnapviewsectionscompaniestechnologymarketsmoneymutual fundsinsuranceautoindustrypersonal financecompaniesstartupscompany resultspeoplemoneypersonal financeinsurance ask mint moneymutual fundsmymintmint hindipersonal loantechnologygadgetstech reviewsapp news5g techfoldable smartphonesin chartsmoreelection results 2024opinionauto newssportsipl 2025ipl 2025 purple capipl 2025 orange capipl 2025 points tableeducationtools ifsc code finderincome tax calculatormint loungemintgenie multi,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
mediavideoswebstories photo gallerypodcastsexplore mintabout usprint subscriptionmint authorsprivacy policyterms of usedisclaimermint codecookie policycode of ethicssubscriber terms of usesitemapcontact ushindustan timeslive hindustan hello usersign insign outmy accountsubscribemy watchlistnewslettersnotificationsmy readsfor youview less view more,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
data insightsmarket dashboardbulliongoldsilverfuelpetroldieselcommoditiesgoldgoldmaluminummenthaoilsilversilvermicgoldpetalnatural gascopperzincsilvermcrudeoilgoldginuealeadcryptocurrenciesview less view more top sectionstoday,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
s newsindia newsworld newsus news todayeconomymoney newspersonal financeq,https://www.livemint.com/news/india/uttarkashi-tunnel-collapse-silkyara-ndrf-deploys-team-rescue-mission-41-workers-top-10-updates-pushkar-singh-dhami-11700703183514.html
